retroID,GS,InnOuts,PO,A,E,DP,PB,WP,SB_A,CS_A,ZR,weight,height,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
allaa001,453,11965,2395,208,52,24,41,0,292,129,0,0.590164,0.7,0,0,0,1,0,0,0,0,1,0,1,512,1486,145,357,48,4,16,140,23,18,87,223,4,9,35,16,27,1
alleg001,342,8959,1762,146,32,24,27,0,233,110,0,0.446721,0.4,0,0,0,1,0,0,0,0,1,0,1,416,1061,114,235,49,2,19,131,3,7,130,192,3,5,15,11,35,0
alleh104,0,3,0,0,0,0,0,0,0,0,0,0.467213,0.45,0,0,0,0,1,0,0,0,1,0,1,389,881,104,212,27,9,6,57,15,9,49,128,5,2,2,4,30,0
allen101,0,0,143,49,8,7,4,0,0,0,0,0.42623,0.45,0,0,0,1,0,0,0,0,1,0,1,58,110,17,31,3,2,0,9,0,0,8,17,0,4,5,0,0,1
allib101,13,366,92,6,0,0,1,0,12,4,0,0.467213,0.45,0,0,0,1,0,0,0,0,1,0,1,21,45,4,8,1,0,1,2,0,0,1,6,1,0,1,0,1,0
almob001,0,3,0,0,0,0,0,0,0,0,0,0.42623,0.6,0,0,0,0,0,0,1,0,1,0,1,1236,3330,390,846,138,25,36,296,128,60,250,636,24,6,44,29,53,1
aloms001,1203,31914,7667,464,86,72,71,0,758,328,0,0.508197,0.7,0,0,0,1,0,0,0,0,1,0,1,1377,4530,520,1236,249,10,112,588,25,24,212,499,15,41,48,34,132,1
alvac001,1,24,10,0,0,0,0,0,2,0,0,0.42623,0.4,0,0,0,1,0,0,0,0,1,0,1,2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
andeb005,15,403,108,8,3,0,0,0,10,1,0,0.508197,0.5,0,0,0,1,0,0,0,1,0,0,1,40,68,4,15,4,0,0,7,1,0,4,19,0,2,1,2,1,1
andef102,0,0,290,39,11,5,10,0,0,0,0,0.508197,0.5,0,0,0,1,0,0,0,0,1,0,1,97,234,20,61,12,0,2,15,1,0.5,18,25,0,4,7,0,6,1
andej001,1,47,8,1,0,0,1,0,4,0,0,0.385246,0.45,0,0,0,0,0,0,1,0,1,0,1,419,970,107,211,35,2,13,86,9,13,81,130,2,5,29,6,23,0
andrs101,0,0,154,26,12,2,6,0,0,0,0,0.418033,0.4,0,0,0,1,0,0,0,0,1,0,1,70,149,11,32,2,1,1,12,2,1,8,16,0,1,0,0,3,1
anglt101,0,0,23,7,1,0,3,0,0,0,0,0.467213,0.25,0,0,0,1,0,0,0,1,0,0,1,5,16,1,4,1,0,0,6,0,0,2,2,0,0,3,0,0,1
antoj102,0,0,9,1,0,1,0,0,0,0,0,0.446721,0.45,0,0,0,1,0,0,0,0,1,0,1,4,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
arcif001,25,663,190,15,2,1,1,0,9,5,0,0.487705,0.4,1,0,0,0,0,0,0,1,0,0,1,41,103,10,21,5,0,6,23,1,0,1,27,0,2,0,0,4,0
ardod001,132,3545,918,85,12,10,14,0,62,37,0,0.528689,0.45,0,0,0,1,0,0,0,0,1,0,1,165,423,50,87,17,1,8,35,2,1,42,124,4,13,8,2,13,1
arenj001,370,9950,2691,200,24,12,39,0,228,83,0,0.54918,0.5,0,0,0,1,0,0,0,0,1,0,1,467,1573,169,333,67,4,80,245,2,3,85,484,4,17,1,11,25,0
armsg101,0,0,4,1,0,1,0,0,0,0,0,0.467213,0.35,0,0,0,1,0,0,0,0,1,0,1,8,6,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
arnoc101,4,108,16,1,1,0,4,0,4,0,0,0.344262,0.35,0,1,0,0,0,0,0,0,1,0,1,273,435,47,103,12,5,4,51,1,2,42,76,5,1,1,4,13,1
asbjc101,0,0,156,36,8,5,5,0,0,0,0,0.491803,0.5,0,0,0,1,0,0,0,0,1,0,1,97,221,19,52,10,1,1,27,0,0,9,45,0,2,2,0,0,1
ashba001,1191,31541,7086,684,113,74,113,0,1112,445,0,0.446721,0.55,0,0,0,1,0,0,0,0,0,0,1,1370,4123,397,1010,183,13,90,513,7,10,461,622,66,11,55,41,125,1
ashft001,0,3,1,0,0,0,0,0,0,0,0,0.487705,0.5,0,0,1,0,0,0,0,0,1,0,1,222,510,42,111,31,1,6,55,5,3,47,75,6,1,5,6,11,1
ashln001,5,124,41,3,0,0,0,0,2,1,0,0.692623,0.5,0,0,0,1,0,0,0,0,1,0,1,12,20,2,2,1,0,0,1,0,0,0,8,0,1,0,0,0,1
astrj101,161,4329,2057,233,31,46,42,37,46,39,13,0.454918,0.3,0,0,0,1,0,0,0,0,1,0,1,544,1579,163,401,51,10,13,156,6,6,177,124,6,14,20,1,60,0
astuw001,14,393,114,7,1,0,0,0,6,3,0,0.610656,0.3,0,1,0,0,0,0,0,0,1,0,1,30,93,9,33,4,1,3,21,0,0,2,3,0,1,0,1,4,0
atwet101,156,4065,1499,156,34,12,30,17,55,26,0,0.446721,0.3,0,0,0,1,0,0,0,1,0,0,1,378,1117,116,290,41,7,9,110,4,5,161,84,10,8,11,7,36,1
atwob101,0,0,1069,171,33,24,24,0,0,0,0,0.467213,0.4,0,0,0,1,0,0,0,0,1,0,1,342,961,82,220,41,4,7,112,4,2,93,89,0,3,13,0,20,1
auldt101,0,0,7,0,0,0,0,0,0,0,0,0.446721,0.55,0,0,0,1,0,0,0,0,1,0,1,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ausmb001,1766,47522,12839,956,79,130,61,0,894,480,0,0.467213,0.4,0,0,0,1,0,0,0,0,1,0,1,1971,6279,718,1579,270,34,80,607,102,53,634,1034,69,69,82,37,201,1
austj101,0,0,0,0,0,0,0,0,0,0,0,0.32377,0.2,0,0,1,0,0,0,0,0,0,0,1,235,777,107,198,26,14,2,57,13,9,80,56,0,7,29,0,0,0
autrc102,0,0,268,60,12,6,7,0,0,0,0,0.42623,0.45,0,0,0,1,0,0,0,0,1,0,1,120,277,21,68,17,3,2,33,0,0,7,29,0,2,10,0,0,0
avere102,163,4514,1118,88,19,10,28,51,101,41,5,0.446721,0.35,0,0,0,1,0,0,0,0,1,0,1,449,1031,137,249,41,0,44,159,3,3,162,220,8,8,5,11,22,1
avila001,772,20340,5886,363,32,53,53,0,467,193,0,0.54918,0.4,0,0,0,1,0,0,0,1,0,0,1,932,2758,319,654,136,8,94,362,7,8,462,941,16,14,10,20,69,1
aylwd101,0,0,4,0,0,0,0,0,0,0,0,0.467213,0.45,0,0,0,1,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ayraj001,0,58,14,0,0,0,0,0,0,0,0,0.467213,0.6,0,0,0,1,0,0,0,0,1,0,1,7,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
azcuj101,773,20781,5329,452,44,67,117,211,243,201,26,0.467213,0.45,0,0,0,1,0,0,0,0,1,0,1,909,2828,201,712,94,9,50,304,5,12,207,344,45,17,11,32,87,1
baile101,983,26194,5267,450,80,57,48,187,293,195,34,0.528689,0.55,0,0,0,1,0,0,0,1,0,0,1,1212,3581,432,915,128,15,155,540,17,18,545,577,77,25,20,37,81,1
bailm001,271,7377,1722,152,32,13,39,0,263,109,0,0.487705,0.7,0,0,0,1,0,0,0,0,0,0,1,340,949,101,209,37,1,24,101,2,5,166,222,23,3,3,5,34,1
bakeb101,0,0,601,83,12,10,11,0,0,0,0,0.508197,0.45,0,0,0,1,0,0,0,0,1,0,1,263,588,45,145,25,5,2,68,6,3,68,30,0,3,5,0,19,1
bakej002,288,7711,2190,135,18,7,21,0,248,57,0,0.569672,0.5,0,0,0,1,0,0,0,1,0,0,1,359,1076,124,266,57,1,14,120,2,1,127,269,15,10,8,7,32,1
bakop001,646,17254,4477,334,50,41,58,0,409,187,0,0.528689,0.55,0,0,0,1,0,0,0,1,0,0,1,789,2202,195,508,98,11,24,195,4,9,233,589,36,7,16,13,44,1
baldf101,0,0,9,0,0,0,1,0,0,0,0,0.487705,0.4,0,0,0,1,0,0,0,0,1,0,1,16,20,0,2,0,0,0,0,0,0,1,9,0,0,0,0,1,1
baldr102,13,368,79,8,4,1,0,0,19,4,0,0.487705,0.5,0,0,0,1,0,0,0,0,1,0,1,52,87,5,21,6,0,1,12,0,0,3,4,0,0,0,0,5,1
bandc001,367,9876,1888,183,27,23,36,0,242,122,0,0.487705,0.45,0,0,0,1,0,0,0,0,0,0,1,498,1284,134,292,46,2,27,142,1,5,138,197,6,2,27,16,44,0
bandj001,123,3269,942,73,6,8,11,0,67,31,0,0.651639,0.65,0,0,0,1,0,0,0,0,1,0,1,156,444,43,97,17,0,16,45,2,0,29,112,0,12,3,4,10,1
bankb001,23,691,152,14,3,3,5,0,29,1,0,0.508197,0.6,1,0,0,0,0,0,0,0,0,0,1,273,495,65,122,19,3,13,64,8,3,62,129,6,2,5,5,7,1
bantb001,1,24,5,0,0,0,0,0,2,0,0,0.528689,0.5,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barar001,965,25528,6768,401,51,47,54,0,491,187,0,0.713115,0.55,0,0,0,1,0,0,0,0,1,0,1,1114,3460,396,812,187,1,136,480,2,2,207,638,31,46,28,39,61,1
bardj001,468,12675,3102,229,28,31,26,0,358,98,0,0.610656,0.6,0,0,0,1,0,0,0,0,0,0,1,586,1778,162,452,109,3,39,220,1,4,175,299,12,3,11,13,56,1
barna001,114,2977,1079,37,4,7,5,0,51,13,0,0.467213,0.35,0,1,0,0,0,0,0,0,1,0,1,243,479,74,115,23,2,12,55,9,4,81,125,5,12,2,0,15,1
barnh101,0,0,0,0,0,0,0,0,0,0,0,0.405738,0.35,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
barnt001,405,10737,3153,272,12,21,20,0,204,106,0,0.47541,0.4,0,0,0,1,0,0,0,0,0,0,1,476,1503,136,382,77,6,28,160,5,5,161,291,27,9,14,12,47,1
baros002,5,117,46,3,0,0,1,0,3,0,0,0.528689,0.45,0,0,0,1,0,0,0,0,1,0,1,6,16,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,1
barrc101,50,1332,243,31,7,3,9,16,23,15,2,0.42623,0.4,0,0,0,1,0,0,0,0,1,0,1,69,163,14,33,6,1,1,14,0,2,23,36,1,0,2,2,7,1
barrm003,820,21926,6020,358,50,50,74,0,591,165,0,0.446721,0.6,0,0,0,1,0,0,0,0,1,0,1,1054,3512,398,925,220,21,98,424,11,17,279,480,38,28,22,32,105,1
bartb101,317,8454,1986,185,28,30,9,25,181,125,1,0.405738,0.45,0,0,0,1,0,0,0,0,1,0,1,393,1049,54,237,31,3,9,66,3,6,87,168,18,5,6,6,33,1
bassj102,0,0,2507,666,58,66,33,0,0,0,0,0.385246,0.3,0,0,0,1,0,0,0,1,0,0,1,767,2240,245,690,98,15,1,312,10,6,422,73,0,9,92,0,0,0
bated101,14,426,116,8,1,0,5,0,14,5,0,0.487705,0.55,0,0,0,1,0,0,0,1,0,0,1,22,60,1,8,2,0,0,1,0,1,6,15,1,4,0,0,2,1
batej102,923,23822,5686,491,113,81,104,190,425,222,21,0.54918,0.6,0,0,0,1,0,0,0,0,1,0,1,1017,3330,250,765,123,18,81,375,10,10,172,610,69,27,25,31,123,1
bathb001,36,970,234,12,2,2,2,0,36,12,0,0.508197,0.55,0,0,0,1,0,0,0,0,1,0,1,121,183,15,39,4,1,8,29,0,0,9,39,2,1,6,2,4,1
batte101,1016,26308,6176,501,69,73,96,311,276,214,42,0.528689,0.5,0,0,0,1,0,0,0,0,1,0,1,1141,3586,393,969,150,17,104,449,13,12,421,470,42,28,39,30,127,0
battm101,60,1641,1962,221,38,32,37,8,20,12,1,0.508197,0.4,0,0,0,1,0,0,0,0,1,0,1,546,1605,163,432,95,11,26,220,6,4,143,163,0,3,16,5,52,1
baueh101,0,3,0,0,0,0,1,0,0,0,0,0.47541,0.45,0,0,0,0,1,0,0,0,1,0,1,1544,5145,833,1424,229,57,164,703,50,33,521,638,11,34,51,25,95,0
beanb001,0,3,1,0,0,0,0,0,0,0,0,0.487705,0.65,0,0,0,0,1,0,0,0,1,0,1,148,301,30,66,14,0,3,29,5,5,11,80,0,0,2,1,8,1
beckj102,0,0,69,11,3,0,2,0,0,0,0,0.42623,0.5,0,0,0,1,0,0,0,0,1,0,1,40,83,8,20,5,2,1,13,0,0,8,8,0,1,0,0,0,0
belle002,3,87,18,0,0,0,0,0,0,0,0,0.672131,0.35,0,0,0,1,0,0,0,0,1,0,1,8,13,1,3,0,0,0,0,0,0,1,1,1,0,0,0,1,1
bellt001,0,49,7,0,0,0,0,0,1,0,0,0.487705,0.45,0,0,0,1,0,0,0,0,1,0,1,9,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
bencj101,1627,43467,9249,850,97,127,94,130,610,469,22,0.495902,0.5,0,0,0,1,0,0,0,0,1,0,1,2158,7658,1091,2048,381,24,389,1376,68,43,891,1278,135,19,11,90,201,1
beneb001,892,23342,4651,577,53,50,55,0,772,360,0,0.405738,0.5,0,0,0,1,0,0,0,0,1,0,1,982,2878,214,696,98,6,18,260,12,20,328,251,52,13,49,21,76,1
bengb101,0,0,1334,286,20,42,15,0,0,0,0,0.377049,0.2,0,0,0,1,0,0,0,0,1,0,1,411,1125,83,287,46,12,0,108,2,9,62,45,0,2,17,0,0,0
benng001,475,12693,2915,171,27,21,30,0,257,71,0,0.467213,0.45,0,0,0,1,0,0,0,0,1,0,1,587,1690,141,408,74,3,22,192,6,5,139,270,19,16,14,17,53,1
bentb001,28,761,126,16,6,1,6,0,18,7,0,0.467213,0.5,0,0,0,1,0,0,0,0,1,0,1,51,99,6,16,4,0,0,10,0,0,5,14,2,2,1,2,2,1
berbl101,334,8952,1786,172,15,25,26,63,93,97,8,0.508197,0.4,0,0,0,1,0,0,0,1,0,0,1,448,1224,118,281,34,10,31,153,2,3,200,195,20,7,2,16,39,0
bergj102,0,0,29,0,2,1,0,0,0,0,0,0.364754,0.3,0,0,0,1,0,0,0,0,1,0,1,11,16,1,5,0,0,0,1,1,0,2,3,0,0,0,0,0,0
bergm103,0,0,1693,306,29,44,33,0,0,0,0,0.446721,0.5,0,0,0,1,0,0,0,0,1,0,1,663,1813,150,441,71,6,6,206,11,5,78,117,0,9,61,0,1,1
berrc103,0,0,2047,406,44,48,35,0,0,0,0,0.446721,0.45,0,0,0,1,0,0,0,0,1,0,1,709,2018,196,539,88,29,23,256,13,5,160,196,0,5,34,0,0,0
berrd002,507,13742,3104,273,41,24,49,0,399,179,0,0.528689,0.45,0,0,0,1,0,0,0,0,0,0,1,683,2030,175,488,106,6,47,257,3,6,139,409,23,6,10,23,53,1
berrr101,0,0,1704,278,23,35,25,0,0,0,0,0.385246,0.3,0,0,0,1,0,0,0,0,1,0,1,561,1330,96,287,37,3,3,78,4,2,76,134,0,3,30,0,46,1
berry101,868,22862,8738,798,110,175,76,123,208,203,10,0.446721,0.2,0,0,0,1,0,0,0,1,0,0,1,2120,7555,1175,2150,321,49,358,1430,30,26,704,414,49,52,9,44,146,1
bertd101,389,10176,2053,263,36,32,63,107,150,137,18,0.508197,0.45,0,0,0,1,0,0,0,0,1,0,1,444,1310,91,327,34,9,10,112,2,4,106,188,27,3,17,11,32,1
bethc001,105,2820,769,69,9,8,19,0,37,20,0,0.561475,0.55,0,0,0,1,0,0,0,0,1,0,1,161,469,43,104,20,0,8,46,3,4,18,119,1,1,0,1,19,1
bettl101,0,0,4,0,0,0,1,0,0,0,0,0.487705,0.4,0,0,0,0,1,0,0,0,1,0,1,168,395,61,102,19,6,8,53,7,4,60,60,0,3,6,0,0,0
biess001,0,9,2,0,0,0,0,0,0,0,0,0.385246,0.35,0,0,0,0,1,0,0,1,0,0,1,60,80,18,20,4,0,0,5,2,3,9,22,1,4,0,1,1,1
biggc001,392,10479,2456,202,30,20,32,0,434,130,0,0.446721,0.4,0,1,0,0,0,0,0,0,1,0,1,2850,10876,1844,3060,668,55,291,1175,414,124,1160,1753,68,285,101,81,150,1
bilad001,277,7655,1757,202,24,15,29,0,242,143,0,0.446721,0.45,0,0,0,1,0,0,0,0,1,0,1,382,949,79,194,39,1,18,91,4,4,65,170,12,3,20,4,27,1
billd101,222,5964,1259,117,23,22,34,0,149,81,0,0.487705,0.5,0,0,0,1,0,0,0,0,1,0,1,400,1231,101,280,44,1,16,142,6,12,87,207,8,9,5,13,36,1
billj103,0,0,272,82,10,4,5,0,0,0,0,0.364754,0.4,0,0,0,1,0,0,0,0,1,0,1,133,293,30,71,7,3,0,19,1,0,12,31,0,8,10,0,0,0
biscj101,0,0,229,66,11,9,7,0,0,0,0,0.364754,0.2,0,0,0,1,0,0,0,0,1,0,1,107,271,20,71,20,3,1,35,2,5,22,32,0,1,4,0,0,0
bishm101,3,75,16,1,1,0,0,0,3,1,0,0.459016,0.55,0,0,0,1,0,0,0,0,1,0,1,3,8,2,1,1,0,0,0,0,0,3,4,0,0,0,0,0,1
bjorg101,25,676,136,16,1,0,4,0,24,8,0,0.467213,0.55,0,0,0,1,0,0,0,0,1,0,1,29,75,8,17,4,0,2,14,0,0,16,29,4,1,1,0,1,1
blacf101,0,0,87,19,4,1,0,0,0,0,0,0.344262,0.35,0,0,0,1,0,0,0,1,0,0,1,24,65,3,14,3,0,0,4,0,0,3,9,0,1,3,0,0,1
blact101,316,8821,1850,225,40,33,20,0,334,151,0,0.385246,0.4,0,0,0,1,0,0,0,0,0,0,1,426,1044,91,238,40,11,6,80,3,3,154,183,14,4,17,6,23,1
blaer101,0,0,5,0,0,0,0,0,0,0,0,0.418033,0.45,0,0,0,1,0,0,0,0,1,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
blaic001,9,251,57,1,4,0,0,0,5,2,0,0.54918,0.55,0,0,0,1,0,0,0,0,1,0,1,11,31,3,4,0,0,1,3,0,0,4,18,0,0,0,0,1,0
blanh001,794,21317,5659,475,38,78,55,0,360,269,0,0.590164,0.4,0,0,0,1,0,0,0,0,1,0,1,971,2761,274,615,145,11,72,298,6,11,254,546,28,9,37,26,71,1
blanj101,122,3445,750,46,15,5,18,39,58,15,2,0.479508,0.5,0,0,0,1,0,0,0,1,0,0,1,516,1193,137,285,36,2,67,200,2,0,136,163,20,7,2,14,28,1
blefc101,57,1572,336,32,7,1,14,15,35,26,0,0.487705,0.55,0,0,0,0,1,0,0,1,0,0,1,974,2947,394,699,104,20,112,382,24,24,456,444,47,29,33,25,42,1
blotj101,0,0,1,0,0,0,0,0,0,0,0,0.54918,0.45,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
blowm001,0,3,1,0,0,0,0,0,0,0,0,0.467213,0.55,0,0,1,0,0,0,0,0,1,0,1,761,2300,290,591,116,8,78,365,7,8,248,610,10,6,15,16,80,1
bobbr101,3,94,18,2,0,0,0,1,1,2,0,0.446721,0.5,0,0,0,1,0,0,0,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1
boccj101,234,6655,1433,146,25,21,24,18,126,86,0,0.487705,0.5,1,0,0,0,0,0,0,0,1,0,1,551,1462,117,320,56,5,26,148,3,7,96,246,20,5,16,16,43,1
bochb002,203,5790,1218,130,29,17,14,0,220,88,0,0.528689,0.6,0,0,0,1,0,0,0,0,1,0,1,358,802,75,192,37,2,26,93,1,2,67,177,14,2,4,6,25,1
boltc101,0,0,855,130,26,19,18,0,0,0,0,0.344262,0.3,0,0,0,1,0,0,0,1,0,0,1,335,962,113,280,49,18,6,143,3,3,110,50,0,3,3,0,0,0
bookb101,5,166,27,2,1,0,1,1,4,1,0,0.385246,0.35,0,0,0,1,0,0,0,1,0,0,1,23,33,6,6,1,0,2,5,0,0,3,8,0,0,0,0,2,0
boola101,0,0,271,58,9,8,5,0,0,0,0,0.42623,0.4,0,0,0,1,0,0,0,0,1,0,1,129,308,35,73,13,4,7,53,0,0,34,42,0,0,6,0,0,1
boonb001,2091,55378,11260,1174,178,154,97,0,1108,731,0,0.487705,0.55,0,0,0,1,0,0,0,0,1,0,1,2264,7245,679,1838,303,26,105,826,38,50,663,608,90,20,142,78,191,1
bordp001,842,23049,5397,503,74,52,73,0,633,334,0,0.467213,0.55,0,0,0,1,0,0,0,0,1,0,1,1099,3282,289,831,168,12,69,346,9,14,155,557,13,12,31,19,94,1
borgg101,407,10865,2257,236,28,26,14,0,283,178,0,0.54918,0.65,0,0,0,1,0,0,0,0,1,0,1,474,1294,137,296,42,4,16,151,4,3,191,191,9,3,20,18,30,0
boscj001,6,210,76,4,1,0,0,0,8,2,0,0.569672,0.55,0,0,0,1,0,0,0,0,1,0,1,17,28,2,7,1,0,0,2,0,0,1,8,0,1,0,0,0,1
bottj102,0,0,44,9,0,0,3,0,0,0,0,0.467213,0.45,0,0,0,1,0,0,0,0,1,0,1,26,40,3,11,3,0,1,7,0,0,5,10,0,1,0,0,0,1
boudl101,0,0,4,2,0,0,0,0,0,0,0,0.446721,0.4,0,0,0,0,0,0,1,0,1,0,1,1646,6029,861,1779,385,66,68,789,51,50,796,309,0,34,164,0,155,0
bower002,86,2826,677,46,10,6,10,0,71,16,0,0.54918,0.55,0,0,0,1,0,0,0,0,0,0,1,216,378,50,79,20,1,9,43,1,3,48,139,3,3,6,4,7,1
boylj103,0,0,0,0,0,0,0,0,0,0,0,0.42623,0.45,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bradb103,0,0,4,2,1,0,0,0,0,0,0,0.405738,0.5,0,0,0,1,0,0,0,1,0,0,1,4,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
bradg102,0,0,21,1,2,0,0,0,0,0,0,0.446721,0.55,0,0,0,1,0,0,0,0,1,0,1,10,23,3,5,2,0,0,6,0,0,1,2,0,1,0,0,2,0
brads001,367,9721,2277,154,24,27,29,0,304,97,0,0.446721,0.4,0,0,0,1,0,0,0,1,0,0,1,604,1648,149,424,75,6,18,184,3,6,104,110,14,11,16,22,52,1
bragb101,0,0,518,75,12,16,3,0,0,0,0,0.405738,0.35,0,0,1,0,0,0,0,0,1,0,1,597,1900,136,456,62,12,15,172,12,6,110,117,0,2,39,0,54,1
branr002,103,2798,736,62,7,7,17,0,59,22,0,0.487705,0.5,0,0,0,1,0,0,0,1,0,0,1,126,387,32,89,19,0,7,37,1,1,33,91,3,4,0,4,10,1
branr101,279,7818,1928,168,25,25,34,103,143,82,9,0.372951,0.2,0,0,0,1,0,0,0,0,1,0,1,568,1345,108,322,34,7,3,106,20,13,112,126,16,14,22,7,42,1
breed101,24,666,162,11,5,2,3,0,12,4,0,0.446721,0.4,0,0,0,1,0,0,0,0,1,0,1,28,73,3,11,1,0,0,5,0,0,9,21,0,1,6,1,2,1
bremh101,0,0,239,36,6,4,5,0,0,0,0,0.487705,0.45,0,0,0,1,0,0,0,0,1,0,1,70,193,16,41,6,1,2,18,1,0.5,11,42,0,0,4,0,2,1
brenb001,590,16082,3577,408,63,41,75,0,514,280,0,0.54918,0.55,0,0,0,1,0,0,0,0,1,0,1,871,2615,321,647,119,7,91,333,45,38,318,438,35,17,21,24,50,1
brenb101,0,0,237,30,4,5,7,0,0,0,0,0.397541,0.35,0,0,0,1,0,0,0,0,1,0,1,76,217,16,43,9,1,0,19,2,2,8,15,0,0,8,0,0,1
bricj001,34,906,269,32,2,2,4,0,10,8,0,0.54918,0.5,1,0,0,0,0,0,0,0,1,0,1,46,117,12,28,2,0,5,10,0,1,8,35,0,2,1,0,2,0
brigh101,6,181,26,4,0,1,1,6,7,2,0,0.467213,0.45,0,0,1,0,0,0,0,0,1,0,1,336,839,99,214,31,4,32,126,2,3,65,133,2,3,5,7,24,1
brinc101,81,2443,513,59,7,9,16,2,53,33,0,0.446721,0.5,0,0,0,1,0,0,0,0,1,0,1,148,267,22,46,7,0,1,12,0,0,23,60,1,1,14,1,7,1
britg102,0,0,3,1,0,0,0,0,0,0,0,0.47541,0.35,0,0,0,1,0,0,0,0,1,0,1,3,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
britj001,18,518,145,13,1,1,5,0,11,6,0,0.467213,0.5,0,0,0,1,0,0,0,0,1,0,1,26,65,6,12,3,0,0,7,1,0,3,25,0,3,2,0,1,1
britj002,61,1574,427,33,5,3,7,0,42,20,0,0.528689,0.4,0,0,0,1,0,0,0,0,1,0,1,63,194,18,42,9,0,3,13,1,0,9,44,1,1,1,2,8,1
broot001,0,15,7,1,0,0,0,0,2,0,0,0.364754,0.35,0,0,1,0,0,0,0,0,1,0,1,1336,3865,477,950,175,40,71,431,86,60,281,605,12,14,59,39,67,0
bross101,0,0,23,6,2,1,0,0,0,0,0,0.508197,0.4,0,0,0,1,0,0,0,0,1,0,1,11,22,1,6,1,0,0,4,0,0,1,2,0,0,0,0,0,1
brott101,0,0,101,29,2,1,3,0,0,0,0,0.409836,0.45,0,0,0,1,0,0,0,0,1,0,1,34,98,7,23,2,0,0,9,0,1,5,12,0,0,1,0,0,1
browd003,11,377,81,9,0,3,5,0,11,3,0,0.487705,0.45,0,0,0,1,0,0,0,0,1,0,1,25,43,3,7,1,0,1,3,1,0,2,12,0,0,1,0,1,1
